"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"885","1 Lincoln St, Boston, MA","1005","100 Sidney Street, Cambridgeport, Cambridge","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1322,909,1921
"885","1 Lincoln St, Boston, MA","1006","0 Gray Gardens East, Neighborhood Nine, Cambridge","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1856,1349,2553
"885","1 Lincoln St, Boston, MA","1007","0 Young Street, Lexington","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2630,2194,3152
"885","1 Lincoln St, Boston, MA","1009","100 Dutton Road, Sudbury","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2308,1826,2916
"885","1 Lincoln St, Boston, MA","1010","0 Coolidge Hill Road, Watertown","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1575,1095,2264
"885","1 Lincoln St, Boston, MA","1011","0 Burdean Road, Oak Hill, Newton","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2223,1662,2972
"885","1 Lincoln St, Boston, MA","1012","0 Wilde Road, Waban, Newton","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1583,1126,2224
"885","1 Lincoln St, Boston, MA","1013","100 Seminary Avenue, Auburndale, Newton","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1361,938,1973
"885","1 Lincoln St, Boston, MA","1014","0 Nixon Road, Framingham","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2096,1542,2847
"885","1 Lincoln St, Boston, MA","1016","100 Buckminster Road, Fisher Hill, Brookline","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1998,1491,2677
"885","1 Lincoln St, Boston, MA","1017","0 Tudor Road, Needham","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2031,1485,2776
"885","1 Lincoln St, Boston, MA","1018","0 Knollwood Drive, Dover","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2829,2135,3747
"885","1 Lincoln St, Boston, MA","1021","100 Walpole Street, Sharon","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3281,2402,4481
